Ticker,Năm,1. Doanh thu bán hàng và cung cấp dịch vụ,2. Các khoản giảm trừ doanh thu,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),4. Giá vốn hàng bán,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),6. Doanh thu hoạt động tài chính,7. Chi phí tài chính,- Trong đó: Chi phí lãi vay,"8. Phần lãi lỗ trong công ty liên doanh, liên kết",9. Chi phí bán hàng,10. Chi phí quản lý doanh nghiệp,11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},12. Thu nhập khác,13. Chi phí khác,14. Lợi nhuận khác(40=31-32),15. Tổng lợi nhuận kế toán trước thuế(50=30+40),16. Chi phí thuế TNDN hiện hành,17. Chi phí thuế TNDN hoãn lại,18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),19. Lợi nhuận sau thuế công ty mẹ,20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,21. Lãi cơ bản trên cổ phiếu(*),22. Lãi suy giảm trên cổ phiếu (*)
DAT,2019.0,2493275737226.0,7364380.0,2493268372846.0,2367922108593.0,125346264253.0,23262287240.0,54748007258.0,53563862212.0,,14211625382.0,10292078253.0,69356840600.0,1803.0,144996198.0,-144994395.0,69211846205.0,6939963362.0,,62271882843.0,62271882843.0,,1392.0,1392.0
DAT,2020.0,2159885103816.0,,2159885103816.0,2046150706417.0,113734397399.0,31514939373.0,69245533980.0,67766046630.0,,11466120364.0,6514450351.0,58023232077.0,83.0,349281448.0,-349281365.0,57673950712.0,5753332191.0,,51920618521.0,51920618521.0,,1129.0,1129.0
DAT,2021.0,,,,,,,,,,,,,,,,,,,,,,,
DBC,2005.0,,,,,,,,,,,,,,,,,,,,,,,
DBC,2006.0,604057183106.0,20914121198.0,583143061908.0,543364874930.0,39778186978.0,484969329.0,9103546318.0,9103546318.0,,14699921177.0,8066665530.0,7767427721.0,3952904371.0,1642209336.0,2310695035.0,10078122756.0,,,10078122756.0,10078122756.0,,1487.0,
DBC,2007.0,987778036424.0,28491012608.0,959287023816.0,873942686115.0,85344337701.0,1398618630.0,22053611116.0,22053611116.0,,22228261887.0,15833937704.0,24703456295.0,5114134890.0,2812102885.0,2302032005.0,27005488300.0,3443158611.0,,23562329689.0,23562329689.0,,2493.0,
DBC,2008.0,1492225410047.0,53058932249.0,1439166477798.0,1283251155318.0,155915322480.0,4604486127.0,46384750652.0,46384750652.0,,30281380957.0,20378652978.0,58026371773.0,8532580593.0,5640724592.0,2891856001.0,60918227774.0,6764218850.0,,54154008924.0,54154008924.0,,5731.0,
DBC,2009.0,1781678693218.0,67148820964.0,1714529872254.0,1521339628783.0,193190243471.0,5939341333.0,38622908487.0,38622908487.0,,34027029536.0,36502295977.0,89977350804.0,8270728669.0,6693773963.0,1576954706.0,91554305510.0,9857805594.0,,81696499916.0,81696499916.0,,3210.0,
DBC,2010.0,2570934180986.0,53156854782.0,2517777326204.0,2171832483774.0,345944842430.0,20225434134.0,70612379390.0,70612379390.0,,45221364579.0,54953166266.0,190007909738.0,31053497189.0,18682911926.0,12370585263.0,202378495001.0,26077809442.0,,176300685559.0,176300685559.0,,6928.0,
DBC,2011.0,4047660722223.0,129674769677.0,3917985952546.0,3468681249839.0,449304702707.0,68326052178.0,120666280846.0,120666280846.0,,65520703794.0,92667363459.0,219761619400.0,39226060289.0,21227738901.0,17998321388.0,237759940788.0,17329666533.0,,220430274255.0,220430274255.0,,5332.0,
DBC,2012.0,5538849128867.0,764498345131.0,4774350783736.0,4207745752626.0,566605031110.0,57239886591.0,138290408699.0,138290408699.0,,80926115192.0,112271397477.0,288967916440.0,44564014733.0,27911945863.0,16652068870.0,305619985310.0,55881370463.0,,249738614847.0,249738614847.0,,5221.0,
DBC,2013.0,4838039797927.0,133759761584.0,4704280036343.0,4194663964427.0,509616071916.0,30808322702.0,117662773757.0,117662773757.0,,92029872259.0,107654387035.0,214673474548.0,84614465600.0,58719561491.0,25894904109.0,240568378657.0,49418714325.0,,191149664332.0,191149664332.0,,3142.0,
DBC,2014.0,5285937484946.0,167166736924.0,5118770748022.0,4530703274465.0,588067473557.0,17791336498.0,117394205455.0,117394205455.0,,110836389729.0,132572721606.0,239505421898.0,95057306810.0,85406400399.0,9650906411.0,249156328309.0,43383224188.0,,205773104121.0,205773104121.0,,3280.0,
DBC,2015.0,,,,,,,,,,,,,,,,,,,,,,,
DBC,2016.0,6396914477362.0,140991882568.0,6255922594794.0,5440988453186.0,814934141608.0,44142951647.0,112795922720.0,110901027505.0,,182509153700.0,191919370188.0,371852646647.0,151299350329.0,400905985.0,150898444344.0,522751090991.0,71532464645.0,,451218626346.0,451218626346.0,,5993.0,5993.0
DBC,2017.0,5959707636582.0,104242501087.0,5855465135495.0,5091990790863.0,763474344632.0,66922417993.0,119958870054.0,,,210292556195.0,224532661301.0,275612675075.0,9953007830.0,6765542868.0,3187464962.0,278800140037.0,78694917947.0,,200105222090.0,200105222090.0,,2416.0,2416.0
DBC,2018.0,6795512334046.0,121206863230.0,6674305470816.0,5595581185533.0,1078724285283.0,40781927222.0,192635924873.0,-188946659079.0,,258384611438.0,281328855897.0,387156820297.0,14617568062.0,8415674046.0,6201894016.0,393358714313.0,33123360160.0,,360235354153.0,360235354153.0,,4350.0,4350.0
DBC,2019.0,7299931189964.0,113174016215.0,7186757173749.0,6020208085226.0,1166549088523.0,27480285000.0,294872857938.0,-281784606072.0,1249765000.0,267546339711.0,293922671278.0,338937269596.0,6690778889.0,576601928.0,6114176961.0,345051446557.0,39921204333.0,,305130242224.0,305130242224.0,,3349.0,3349.0
DBC,2020.0,10189067019482.0,167483513799.0,10021583505683.0,7463897833139.0,2557685672544.0,29935190655.0,319611291711.0,309819328258.0,929362507.0,380425428122.0,339149837912.0,1549363667961.0,5749436871.0,1139770529.0,4609666342.0,1553973334303.0,153677301975.0,,1400296032328.0,1400296032328.0,,13366.0,13366.0
DBC,2021.0,10961929700091.0,149135106950.0,10812794593141.0,8959835563715.0,1852959029426.0,25013151689.0,199009893014.0,182283276266.0,4904603405.0,405236274419.0,344480753443.0,934149863644.0,47120526924.0,1585776115.0,45534750809.0,979684614453.0,150126680007.0,,829557934446.0,829557934446.0,,7199.0,
DBD,2005.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2006.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2007.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2008.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2009.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2010.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2011.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2012.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2013.0,1369682302431.0,73512824074.0,1296169478357.0,1004410295528.0,291759182829.0,10958235196.0,6656922197.0,6656922197.0,,214479925575.0,39339783208.0,40287808825.0,277565038.0,22468772.0,255096266.0,40542905091.0,15751748540.0,,24791156551.0,24791156551.0,,,
DBD,2014.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2015.0,,,,,,,,,,,,,,,,,,,,,,,
DBD,2016.0,1442509289677.0,57607455139.0,1384901834538.0,875702436851.0,509199397687.0,16213594465.0,9102527699.0,4498013037.0,10724382085.0,260803454996.0,90386997007.0,175844394535.0,223438352.0,186788596.0,36649756.0,175881044291.0,34389506357.0,,141491537934.0,141491537934.0,,2789.0,
DBD,2017.0,1459521443028.0,71294044621.0,1388227398407.0,897554931536.0,490672466871.0,18773405464.0,10811343030.0,6828194142.0,8030136127.0,210957435113.0,92776906480.0,202930323839.0,688750946.0,22626147.0,666124799.0,203596448638.0,39205654511.0,,164390794127.0,164390794127.0,,2825.0,
DBD,2018.0,1474019031146.0,72994714895.0,1401024316251.0,972896278931.0,428128037320.0,16074493083.0,12200034045.0,8365839665.0,10579768740.0,174049858919.0,67521210099.0,201011196080.0,231410778.0,216262760.0,15148018.0,201026344098.0,38021545804.0,,163004798294.0,163004798294.0,,2801.0,
DBD,2019.0,1321006229560.0,59277208076.0,1261729021484.0,846933080364.0,414795941120.0,13251147259.0,14622931346.0,10314154786.0,14439489521.0,169937788281.0,84108597929.0,173817260344.0,346451564.0,150425206.0,196026358.0,174013286702.0,31894302205.0,-108432740.0,142227417237.0,142227417237.0,,2444.0,
DBD,2020.0,1329775162011.0,72822790468.0,1256952371543.0,765813093618.0,491139277925.0,7751782188.0,14325530898.0,6588854737.0,15238404243.0,220855128023.0,88501075564.0,190447729871.0,2873418777.0,129833251.0,2743585526.0,193191315397.0,35316611783.0,15138798.0,157859564816.0,157859564816.0,,2712.0,2712.0
DBD,2021.0,1634683825343.0,76179492060.0,1558504333283.0,935938713151.0,622565620132.0,6320183853.0,8647017046.0,1324527353.0,16083128633.0,278389055175.0,127048044656.0,230884815741.0,1869685717.0,306601568.0,1563084149.0,232447899890.0,46115823912.0,-2791502467.0,189123578445.0,189123578445.0,,2825.0,
DBT,2005.0,,,,,,,,,,,,,,,,,,,,,,,
DBT,2006.0,263892303850.0,1275767806.0,262616536044.0,226510536125.0,36105999919.0,149230762.0,7621961600.0,7621961600.0,,2969311466.0,21316317943.0,3446765562.0,13175861303.0,10680664003.0,2495197300.0,5941962862.0,,,5941962862.0,5906104899.0,,29531.0,
DBT,2007.0,307799545431.0,1646146717.0,306153398714.0,249668104274.0,56485294440.0,795540927.0,11475219031.0,11475219031.0,,34007168826.0,9489076918.0,2136508634.0,12681486496.0,3913991541.0,8767494955.0,10904003589.0,1467558245.0,-13100009.0,9449545353.0,9268065572.0,,44487.0,
DBT,2008.0,330627496664.0,1513789847.0,329113706817.0,260075326455.0,69038380362.0,11158503886.0,12155203421.0,12155203421.0,,44461903346.0,8164371416.0,5681000130.0,28634497573.0,23249434774.0,5385062799.0,11066062929.0,1413009763.0,3909091.0,9649144075.0,9649144075.0,,3216.0,
DBT,2009.0,424841103018.0,1504314492.0,423336788526.0,337575574648.0,85761213878.0,9389460889.0,10224326436.0,10224326436.0,,51726555240.0,14520857276.0,1763745067.0,25395888784.0,18950985034.0,6444903750.0,8208648817.0,1007873006.0,22002753.0,7178773058.0,6369840049.0,,2511.0,
DBT,2010.0,491736275170.0,1210494370.0,490525780800.0,386405748889.0,104120031911.0,4133638012.0,16193614508.0,16193614508.0,,60182185412.0,20891560285.0,6132424041.0,21180090386.0,10054617506.0,11125472880.0,17257896921.0,4490141425.0,185492108.0,12582263388.0,11412834366.0,,3837.0,
DBT,2011.0,549680741639.0,1791816325.0,547888925314.0,436281418608.0,111607506706.0,5738848160.0,23373681898.0,23373681898.0,,61178682230.0,17593583578.0,5652315251.0,35179786645.0,21906316781.0,13273469864.0,18925785115.0,5792273186.0,-93374915.0,13226886844.0,11540457288.0,,3914.0,
DBT,2012.0,586266548791.0,2857713443.0,583408835348.0,462949224328.0,120459611020.0,3922436962.0,20913742014.0,20913742014.0,,74213203451.0,21412925904.0,3673090799.0,34651236987.0,20628515027.0,14022721960.0,17695812759.0,4313703210.0,56715119.0,13325394430.0,11636163603.0,,3946.0,
DBT,2013.0,536732366646.0,6362595353.0,530369771293.0,425935386029.0,104434385264.0,5749699617.0,10805137436.0,10805137436.0,,75445689826.0,13894871412.0,4010534068.0,27755945581.0,14911432135.0,12844513446.0,16855047514.0,5822502990.0,,11032544524.0,11032544524.0,,3742.0,
DBT,2014.0,528854349024.0,5598929420.0,523255419604.0,431708066094.0,91547353510.0,9471822217.0,9387973307.0,9387973307.0,,77204608792.0,13908281699.0,-1679566469.0,34155751975.0,17235463391.0,16920288584.0,15240722115.0,3908819849.0,,11331902266.0,11331902266.0,,2578.0,
DBT,2015.0,,,,,,,,,,,,,,,,,,,,,,,
DBT,2016.0,585056699382.0,4539602255.0,580517097127.0,439913742419.0,140603354708.0,3829919564.0,13634157777.0,9809841199.0,3981255817.0,67632765350.0,40182658839.0,26964948123.0,3576727120.0,3055074.0,3573672046.0,30538620169.0,6521629732.0,,24016990437.0,23661915324.0,355075113.0,2526.0,2526.0
DBT,2017,809643899962,9530334024,800113565938,614223402116,185890163822,6155198969,26899951823,11177529770,6557384920,94113678542,60669656029,16919461317,21975952736,4073727503,17902225233,34821686550,7623379974,-1047896151,28246202727,28736514984,-490312257,2351,2351
DBT,2018,785141711685,8843760810,776297950875,596571304152,179726646723,6176060516,19296542532,13210319145,5621485168,97734043218,56602132101,17891474556,8845447455,735377871,8110069584,26001544140,4680987222,140881810,21179675108,19664018043,1515657065,1517,1517
DBT,2019,793588502985,7306038372,786282464613,599037011125,187245453488,8907580622,16969597574,15183926131,5927693372,105427539394,50785299003,28898291511,2564294204,401647697,2162646507,31060938018,5629894636,-208540479,25639583861,22243899808,3395684053,1671,1671
DBT,2020,843390439358,6980269694,836410169664,624734267638,211675902026,9857622736,26760271692,23842446048,4314917461,133411871093,47400418508,18275880930,1700602192,2823706608,-1123104416,17152776514,5162431500,-2272306042,14262651056,11304645365,2958005691,783,783
DBT,2021,633963024056,21914168175,612048855881,427215660398,184833195483,29070811976,24649138029,23361003006,1390898994,137102508913,36269792456,17273467055,529766187,104223473,425542714,17699009769,6160684836,-1206997712,12745322645,13624396269,-879073624,908,908
DC2,2005.0,,,,,,,,,,,,,,,,,,,,,,,
DC2,2006.0,,,,,,,,,,,,,,,,,,,,,,,
DC2,2007.0,,,,,,,,,,,,,,,,,,,,,,,
DC2,2008.0,55004818428.0,,55004818428.0,49040958409.0,5963860019.0,161146430.0,435748612.0,435748612.0,,,2330675536.0,3358582301.0,288591468.0,98226446.0,190365022.0,3548947323.0,467659513.0,,3081287810.0,3081287810.0,,2801.0,
DC2,2009.0,67660810628.0,,67660810628.0,59685249649.0,7975560979.0,355499896.0,652894491.0,652894491.0,,,712722463.0,6965443921.0,461656878.0,324677915.0,136978963.0,7102422884.0,1259721912.0,,5842700972.0,5842700972.0,,5312.0,
DC2,2010.0,100741710946.0,,100741710946.0,88422323273.0,12319387673.0,138817753.0,2617375711.0,2617375711.0,,,1677040800.0,8145003665.0,382361682.0,435815882.0,-53454200.0,8091549465.0,2043011279.0,,6048538186.0,6048538186.0,,4363.0,
DC2,2011.0,137030334363.0,,137030334363.0,125309863932.0,11720470431.0,65411791.0,4267777536.0,4267777536.0,,,2037209242.0,5480895444.0,687583091.0,533365843.0,154217248.0,5635112692.0,1744983256.0,,3890129436.0,3890129436.0,,1544.0,
DC2,2012.0,58261554692.0,,58261554692.0,54414304547.0,3847250145.0,1017448595.0,3169526994.0,3169526994.0,,,1711013947.0,-15842201.0,1324091627.0,526188460.0,797903167.0,782060966.0,69178584.0,,712882382.0,712882382.0,,283.0,
DC2,2013.0,69857607307.0,,69857607307.0,68194411764.0,1663195543.0,1628339868.0,3872001475.0,3872001475.0,,,1734047464.0,-2371319118.0,50984620.0,807634419.0,-756649799.0,-3127968917.0,,,-3127968917.0,-3127968917.0,,-1241.0,
DC2,2014.0,35315278297.0,,35315278297.0,40664495240.0,-5349216943.0,525579938.0,5390622708.0,5390622708.0,,,1482163336.0,-11708051894.0,3117648746.0,1520574042.0,1597074704.0,-10110977190.0,,,-10110977190.0,-10110977190.0,,-4012.0,
DC2,2015.0,,,,,,,,,,,,,,,,,,,,,,,
DC2,2016.0,141630108871.0,,141630108871.0,132084262405.0,9545846466.0,15062208.0,2739147957.0,2739147957.0,,,3519638695.0,3302122022.0,112513593.0,210424223.0,-97910630.0,3204211392.0,,,3204211392.0,3204211392.0,,1272.0,
DC2,2017.0,98251960699.0,,98251960699.0,87080680053.0,11171280646.0,17441184.0,2390934629.0,2377599367.0,,5619799740.0,,3177987461.0,10780001.0,104287343.0,-93507342.0,3084480119.0,,,3084480119.0,3084480119.0,,1224.0,
DC2,2018.0,85009320488.0,,85009320488.0,86129307025.0,-1119986537.0,4714472.0,1775039460.0,1775039460.0,,,7173219295.0,-10063530820.0,298424965.0,191514850.0,106910115.0,-9956620705.0,,,-9956620705.0,-9956620705.0,,-3951.0,
DC2,2019.0,190437146479.0,,190437146479.0,172985149561.0,17451996918.0,16146904.0,3265367753.0,3265367753.0,,,8860915046.0,5341861023.0,4779071846.0,2976308706.0,1802763140.0,7144624163.0,,,7144624163.0,7144624163.0,,2835.0,
DC2,2020.0,283270217181.0,,283270217181.0,254123519256.0,29146697925.0,234724922.0,6308139458.0,,,,11741517066.0,11331766323.0,4702352540.0,3091419280.0,1610933260.0,12942699583.0,2949397598.0,,9993301985.0,9993301985.0,,3966.0,
DC2,2021.0,322559949844.0,,322559949844.0,293973524990.0,28586424854.0,1423812776.0,7156960670.0,7156960670.0,,,13922036318.0,8931240642.0,15721.0,146863702.0,-146847981.0,8784392661.0,1788278641.0,,6996114020.0,6996114020.0,,1119.0,
DC4,2005.0,,,,,,,,,,,,,,,,,,,,,,,
DC4,2006.0,,,,,,,,,,,,,,,,,,,,,,,
DC4,2007.0,58010671228.0,,58010671228.0,51989955536.0,6020715692.0,1960552627.0,2145048039.0,2145048039.0,,296889997.0,2100794684.0,3437096739.0,460214448.0,71109234.0,389105214.0,3826201953.0,441216299.0,,3384985654.0,3384985654.0,,2292.0,
DC4,2008.0,66201306942.0,,66201306942.0,49209246116.0,16992060826.0,1186438490.0,824108296.0,824108296.0,,405454915.0,4070438204.0,12868349976.0,283366042.0,20242400.0,263123642.0,13131473618.0,2970060072.0,,10161413546.0,10161413546.0,,5081.0,
DC4,2009.0,106378666264.0,,106378666264.0,92562386411.0,13816279853.0,1483048672.0,872594120.0,872594120.0,,644992190.0,3997308805.0,9262911423.0,90985432.0,122088000.0,-31102568.0,9231808855.0,1322717150.0,,7909091705.0,7909091705.0,,3757.0,
DC4,2010.0,175841709912.0,,175841709912.0,159024739747.0,16816970165.0,5014136435.0,1311395545.0,1311395545.0,,739659576.0,4853963217.0,13880046107.0,89849215.0,343591041.0,-253741826.0,13626304281.0,2989056550.0,,10637247731.0,10637247731.0,,2779.0,
DC4,2011.0,198270727925.0,,198270727925.0,185445569652.0,12825158273.0,8660882906.0,637892998.0,637892998.0,,1776089419.0,6649303322.0,10765071297.0,294180443.0,229035187.0,65145256.0,10830216553.0,2230695750.0,,8599520803.0,8599520803.0,,1751.0,
DC4,2012.0,201394338642.0,,201394338642.0,182784815193.0,18609523449.0,1981690435.0,636219300.0,636219300.0,,1089183705.0,9765955035.0,9056275356.0,136202038.0,363871987.0,-227669949.0,8828605407.0,1214433116.0,,7614172291.0,7614172291.0,,1554.0,
DC4,2013.0,257176106002.0,462462470.0,256713643532.0,232983541853.0,23730101679.0,439122781.0,1345205879.0,1345205879.0,,165718380.0,13281694347.0,9504703648.0,164163348.0,538155851.0,-373992503.0,9130711145.0,1811469289.0,,7319241856.0,7319241856.0,,1494.0,
DC4,2014.0,261438117273.0,,261438117273.0,237420592225.0,24017525048.0,1898131420.0,3611223167.0,3611223167.0,,1665397879.0,13998561439.0,6598691304.0,501397091.0,1794021499.0,-1292624408.0,5306066896.0,1106047871.0,,4200019025.0,4200019025.0,,807.0,
DC4,2015.0,,,,,,,,,,,,,,,,,,,,,,,
DC4,2016.0,219092785497.0,,219092785497.0,198458894696.0,20633890801.0,519317022.0,3753184811.0,3750468494.0,,280574181.0,7944714392.0,9174734439.0,19176343.0,429989450.0,-410813107.0,8763921332.0,1938377045.0,,6825544287.0,6825544287.0,,1238.0,
DC4,2017.0,254892600285.0,1163650837.0,253728949448.0,230218557332.0,23510392116.0,254753720.0,3462471328.0,3445232762.0,,316766084.0,10210585276.0,9775323148.0,60572727.0,943272581.0,-882699854.0,8892623294.0,1985710244.0,-120938611.0,7027851661.0,7027851661.0,,1159.0,872.0
DC4,2018.0,319386084797.0,,319386084797.0,295346260767.0,24039824030.0,990058589.0,4006582303.0,3972406896.0,,426715747.0,9809832077.0,10786752492.0,6233403729.0,-87191354.0,6320595083.0,17107347575.0,3726785908.0,-432038559.0,13812600226.0,13812600226.0,,1490.0,
DC4,2019.0,404950105259.0,,404950105259.0,358939382310.0,46010722949.0,1349510369.0,3367253480.0,3456126013.0,,1629988443.0,12130779795.0,30232211600.0,2045951658.0,87753181.0,1958198477.0,32190410077.0,6592456835.0,-36003944.0,25633957186.0,25633957186.0,,1761.0,1648.0
DC4,2020.0,466063127561.0,,466063127561.0,390201629258.0,75861498303.0,903938291.0,4739477830.0,4739477830.0,,5366786403.0,28716245219.0,37942927142.0,767728486.0,944283113.0,-176554627.0,37766372515.0,4307906788.0,1241036040.0,32217429687.0,31576189478.0,641240209.0,993.0,993.0
DC4,2021.0,614226154267.0,,614226154267.0,513989683955.0,100236470312.0,1194442049.0,3428842535.0,3428842535.0,,6831853779.0,34096543571.0,57073672476.0,460210360.0,2100133763.0,-1639923403.0,55433749073.0,13012345592.0,-44935283.0,42466338764.0,41914692974.0,551645790.0,1246.0,
DCL,2005.0,,,,,,,,,,,,,,,,,,,,,,,
DCL,2006.0,348403790091.0,1907098547.0,346496691544.0,294126739596.0,52369951948.0,686928142.0,,,,14913257896.0,11837130544.0,12214856321.0,940991255.0,2685603618.0,-1744612363.0,10470243958.0,,,10470243958.0,10470243958.0,,1870.0,
DCL,2007.0,362818509251.0,6085109919.0,356733399332.0,268680011554.0,88053387778.0,1155363570.0,9099484042.0,9099484042.0,,19753354659.0,14103205633.0,46066929099.0,1048109595.0,1814601293.0,-766491698.0,45300437401.0,4592995718.0,,40707441683.0,40773113383.0,,5330.0,
DCL,2008.0,484158669286.0,9249986959.0,474908682327.0,351098142439.0,123810539888.0,1340933271.0,16803202519.0,16803202519.0,,36776960425.0,17887507205.0,50551830493.0,2063057074.0,1936049376.0,127007698.0,50678838191.0,4581040312.0,,46097797879.0,46114275180.0,,4743.0,
DCL,2009.0,577773208885.0,2254078092.0,575519130793.0,436117994208.0,139401136585.0,1468990291.0,10875347104.0,10875347104.0,,33477961055.0,18623366738.0,73794615190.0,2538860586.0,3343981044.0,-805120458.0,60577479671.0,4139199118.0,,56438280553.0,56472022782.0,,5812.0,
DCL,2010.0,579748719537.0,22146920540.0,557601798997.0,410131319622.0,147470479375.0,4758678697.0,41872580201.0,41872580201.0,,67861146182.0,28694945939.0,11846326934.0,2626609458.0,2770916898.0,-144307440.0,11702019494.0,1919645.0,,11700099849.0,11742324103.0,,1196.0,
DCL,2011.0,686633872874.0,56619763210.0,630014109664.0,466344429318.0,163669680346.0,2989492031.0,75482646640.0,75482646640.0,,89188715957.0,30668826369.0,-32006310666.0,3037994466.0,1910466444.0,1127528022.0,-30878782644.0,383192.0,-57334175.0,-30821831661.0,-30787661217.0,,-3106.0,
DCL,2012.0,637370966110.0,25542307924.0,611828658186.0,440904815831.0,170923842355.0,4997363629.0,62579949937.0,62579949937.0,,66854021229.0,25875189842.0,19883762058.0,2968317734.0,3131608978.0,-163291244.0,19720470814.0,847041398.0,-187537792.0,19060967208.0,19156700511.0,,1932.0,
DCL,2013.0,681824081557.0,7253936143.0,674570145414.0,461091149945.0,213478995469.0,436523711.0,36119209056.0,36119209056.0,,82664577493.0,55787005182.0,38212058770.0,2700502375.0,2482693026.0,217809349.0,38429868119.0,11068912481.0,-2931456550.0,30292412188.0,30292412188.0,,3056.0,
DCL,2014.0,719712874170.0,10148242229.0,709564631941.0,469738251559.0,239826380382.0,234580734.0,21740848781.0,21740848781.0,,115266067775.0,63208211161.0,39415854438.0,1353500261.0,509970837.0,843529424.0,40259383862.0,9810817188.0,-1251555436.0,31700122110.0,31700122110.0,,3198.0,
DCL,2015.0,,,,,,,,,,,,,,,,,,,,,,,
DCL,2016.0,758619899856.0,20813916791.0,737805983065.0,498251449641.0,239554533424.0,13586553744.0,8126996150.0,7841250639.0,,82234040621.0,50165769255.0,112614281142.0,573728719.0,119906466.0,453822253.0,113068103395.0,21611780491.0,1307583364.0,90148739540.0,90148739540.0,,2.0,
DCL,2017.0,775836659415.0,10494861557.0,765341797858.0,514895827851.0,250445970007.0,18489002502.0,18670821991.0,16665265165.0,,108193576764.0,53748600481.0,88321973273.0,11117184934.0,1186576725.0,9930608209.0,98252581482.0,23744291811.0,-368923577.0,74877213248.0,74303685098.0,573528150.0,1317.0,
DCL,2018.0,812363794235.0,8184180268.0,804179613967.0,595819477877.0,208360136090.0,54198600982.0,44635647881.0,34510913496.0,,143884690203.0,53723721023.0,20314677965.0,3366380727.0,3653205107.0,-286824380.0,20027853585.0,7100335627.0,229488314.0,12698029644.0,12534549475.0,163480169.0,221.0,
DCL,2019.0,756656943174.0,4642714575.0,752014228599.0,564819880378.0,187194348221.0,137492149492.0,46522602205.0,37582151274.0,,128025670549.0,46380964339.0,103757260620.0,2935423649.0,1959820991.0,975602658.0,104732863278.0,17820819933.0,-91584503.0,87003627848.0,88473693030.0,-1470065182.0,1557.0,1244.0
DCL,2020.0,690600452595.0,19354245629.0,671246206966.0,483608912606.0,187637294360.0,71963631406.0,34566340332.0,33263749041.0,,97995858008.0,41737260884.0,85301466542.0,1050144757.0,407241009.0,642903748.0,85944370290.0,18388989991.0,-1372300463.0,68927680762.0,66391028751.0,2536652011.0,1168.0,966.0
DCL,2021.0,715486224953.0,11851884376.0,703634340577.0,493482286595.0,210152053982.0,59673763675.0,36566954695.0,31510829843.0,,74481402601.0,48889799085.0,109887661276.0,753058200.0,356617576.0,396440624.0,110284101900.0,21195510374.0,1332287098.0,87756304428.0,85960657177.0,1795647251.0,1495.0,1495.0
DCM,2005.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2006.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2007.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2008.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2009.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2010.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2011.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2012.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2013.0,6318179459845.0,55061470099.0,6263117989746.0,5065121230882.0,1197996758864.0,128045999753.0,437882610768.0,437882610768.0,,137912365801.0,104625335122.0,495135470557.0,46890453345.0,9966188855.0,36924264490.0,532059735047.0,349679193.0,,531710055854.0,528541801613.0,,,
DCM,2014.0,6111349686517.0,67206259558.0,6044143426959.0,4586281377235.0,1457862049724.0,180835961746.0,327650250126.0,327650250126.0,,192794710362.0,169009356351.0,798534391383.0,59897277082.0,2328044997.0,57569232085.0,856103623468.0,35216635464.0,,820886988004.0,818956780117.0,,,
DCM,2015.0,,,,,,,,,,,,,,,,,,,,,,,
DCM,2016.0,4971748943654.0,61578260352.0,4910170683302.0,3595507736544.0,1314662946758.0,281352006888.0,432719478011.0,206622388743.0,,275833011237.0,254753830327.0,632708634071.0,26209791117.0,27031577.0,26182759540.0,658891393611.0,34551571563.0,,624339822048.0,624339822048.0,,1011.0,
DCM,2017.0,5832973328808.0,85218359150.0,5747754969658.0,4366452519088.0,1381302450570.0,168762736688.0,202888783558.0,182986530390.0,,333600305285.0,337350868958.0,676225229457.0,3182396723.0,82492494.0,3099904229.0,679325133686.0,40882128966.0,-2933704537.0,641376709257.0,637879025730.0,3497683527.0,1074.0,
DCM,2018.0,6827333782705.0,138005245929.0,6689328536776.0,5252270494230.0,1437058042546.0,176153015449.0,260130153544.0,142052771852.0,,336114695573.0,320103363112.0,696862845766.0,14253913513.0,4918116503.0,9335797010.0,706198642776.0,45721096790.0,1418130142.0,659059415844.0,656144950729.0,2914465115.0,1114.0,
DCM,2019.0,7176575481550.0,133608551433.0,7042966930117.0,6083774733267.0,959192196850.0,127016141703.0,102753481637.0,-87172530234.0,,364058697253.0,201319201758.0,418076957905.0,48483380378.0,3472166901.0,45011213477.0,463088171382.0,41017685327.0,-5653243037.0,427723729092.0,426175229390.0,1548499702.0,595.0,
