Ticker,Năm,1. Doanh thu bán hàng và cung cấp dịch vụ,2. Các khoản giảm trừ doanh thu,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),4. Giá vốn hàng bán,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),6. Doanh thu hoạt động tài chính,7. Chi phí tài chính,- Trong đó: Chi phí lãi vay,"8. Phần lãi lỗ trong công ty liên doanh, liên kết",9. Chi phí bán hàng,10. Chi phí quản lý doanh nghiệp,11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},12. Thu nhập khác,13. Chi phí khác,14. Lợi nhuận khác(40=31-32),15. Tổng lợi nhuận kế toán trước thuế(50=30+40),16. Chi phí thuế TNDN hiện hành,17. Chi phí thuế TNDN hoãn lại,18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),19. Lợi nhuận sau thuế công ty mẹ,20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,21. Lãi cơ bản trên cổ phiếu(*),22. Lãi suy giảm trên cổ phiếu (*)
ITA,2006.0,367538281507.0,14775585986.0,352762695521.0,143778869179.0,208983826342.0,18069072542.0,33419444430.0,33419444430.0,,30782640.0,18477003993.0,174042075692.0,3281435955.0,81839002.0,3199596953.0,184706626337.0,35933821181.0,,148772805156.0,148772805156.0,,3719.0,
ITA,2007.0,956417566498.0,31498128904.0,924919437594.0,394578010685.0,530341426909.0,45358103627.0,29442448319.0,29442448319.0,,1070374852.0,74617201661.0,469457498234.0,12387494765.0,10450537016.0,1936957749.0,461817877337.0,92011749541.0,-6720000000.0,376526127796.0,367375470507.0,,5895.0,
ITA,2008.0,1358788415000.0,301155403000.0,1057633012000.0,701804850000.0,355828162000.0,165696408000.0,16007504000.0,16007504000.0,,9797078000.0,83599062000.0,371164739000.0,12045692000.0,106937000.0,11938755000.0,383039921000.0,30612584000.0,55719543000.0,296707794000.0,280805010000.0,,1375.0,
ITA,2009.0,1352965403000.0,149878232000.0,1203087171000.0,885524108000.0,317563063000.0,325220729000.0,34269729.0,34269729.0,,5238024000.0,77972517000.0,504432268000.0,66578470000.0,58680304000.0,7898166000.0,512289596000.0,53246800000.0,29818233000.0,429224563000.0,423487234000.0,,2057.0,
ITA,2010.0,2687779546555.0,174308689352.0,2513470857203.0,2008519121694.0,504951735509.0,416640198891.0,50756316521.0,50756316521.0,,4945698650.0,79566829273.0,778842058516.0,14283771552.0,10460197314.0,3823574238.0,782530643297.0,36530692061.0,68828949568.0,677171001668.0,666541370544.0,,1957.0,
ITA,2011.0,438231252845.0,66534812011.0,371696440834.0,184436758338.0,187259682496.0,116076391235.0,115552913482.0,115552913482.0,,1732257998.0,76405930975.0,70297618809.0,20893112351.0,1251191069.0,19641921282.0,89803671813.0,33643766169.0,-18546086769.0,74705992413.0,73449762458.0,,164.0,
ITA,2012.0,568477090042.0,532216834164.0,36260255878.0,-109987571374.0,146247827252.0,35902967643.0,123304101527.0,123304101527.0,,4851344070.0,58077530964.0,-35556310127.0,4764086757.0,1273428457.0,3490658300.0,19485594588.0,11760914415.0,-25568551802.0,33293231975.0,32975218865.0,,74.0,
ITA,2013.0,295216933845.0,283973268650.0,11243665195.0,19270210376.0,-8026545181.0,216198034757.0,90425972718.0,90425972718.0,,3708970073.0,55051519310.0,24006106216.0,50331564643.0,17819721073.0,32511843570.0,54977622567.0,7753888435.0,-43060739013.0,90284473145.0,87229973624.0,,146.0,
ITA,2014.0,404673518033.0,61113650354.0,343559867679.0,168686096495.0,174873771184.0,150109859078.0,101905784291.0,101905784291.0,,2833036901.0,75133287665.0,136422692407.0,30710115624.0,13467829912.0,17242285712.0,151034984325.0,9754944784.0,-3491209878.0,144771249419.0,144362958923.0,,202.0,
ITA,2015.0,,,,,,,,,,,,,,,,,,,,,,,
ITA,2016,311098727616,67846215360,243252512256,130636814780,112615697476,79069625286,95265413182,72224141941,-1771144535,844660732,65817465777,27986638536,16946974477,10006470666,6940503811,34927142347,10886809123,-15183715651,39224048875,38235626242,988422633,43,43
ITA,2017,770251064994,95667320304,674583744690,345128712025,329455032665,9606074866,84352883659,77194054261,-825617703,4051367346,231411821879,18419416944,8608019910,2350833289,6257186621,24676603565,6611971983,9795256484,8269375098,7924176299,345198799,8,8
ITA,2018.0,689015823210.0,199988158217.0,489027664993.0,258209729449.0,230817935544.0,26173524610.0,72809954414.0,56795159682.0,-2328510618.0,875972059.0,96148125329.0,84828897734.0,7239551459.0,6889854907.0,349696552.0,85178594286.0,25586807767.0,-23201040527.0,82792827046.0,81190510283.0,1602316763.0,87.0,
ITA,2019,1328716962150,22158333554,1306558628596,886262448463,420296180133,7383430588,137415339208,57155943528,-3303120992,10092598855,49765823218,227102728448,13091446561,5115097245,7976349316,235079077764,21979335396,6781615147,206318127221,202907042188,3411085033,216,216
ITA,2020.0,648799149974.0,,648799149974.0,384180718908.0,264618431066.0,4190988618.0,-71888183003.0,28717943745.0,-10389853518.0,1184199584.0,93144806162.0,235978743423.0,17371806782.0,9265566408.0,8106240374.0,244084983797.0,39019234303.0,25910802545.0,179154946949.0,176193567698.0,2961379251.0,188.0,188.0
ITA,2021.0,932333350603.0,,932333350603.0,522389436949.0,409943913654.0,19814235432.0,17191012849.0,13641838239.0,-2984343746.0,1575112965.0,77328505509.0,330679174017.0,5031092169.0,6897282817.0,-1866190648.0,328812983369.0,62779026365.0,1035959362.0,264997997642.0,261689331849.0,3308665793.0,279.0,279.0
ITC,2005.0,,,,,,,,,,,,,,,,,,,,,,,
ITC,2006.0,409674298609.0,,409674298609.0,344303036492.0,65371262117.0,18991953241.0,18103625590.0,18103625590.0,,2828884760.0,20670720342.0,37766592979.0,1575564843.0,841848839.0,733716004.0,38500308983.0,11204989702.0,,27295319281.0,27295319281.0,,83425.0,
ITC,2007.0,766998126445.0,,766998126445.0,588605958499.0,178392167946.0,28914304167.0,11177846510.0,11177846510.0,,12663414903.0,40023314205.0,143441896495.0,11396220550.0,2774741180.0,8621479370.0,152063375865.0,42240512559.0,-755661805.0,110578525111.0,110578525111.0,,11249.0,
ITC,2008.0,560219762560.0,,560219762560.0,446073503714.0,114146258846.0,6278956180.0,22436940552.0,22436940552.0,,10578877386.0,36407299738.0,50960637019.0,71005732633.0,17037380689.0,53968351944.0,104928988963.0,28851995218.0,,76076993745.0,47996749622.0,,2397.0,
ITC,2009.0,685133319464.0,,685133319464.0,424543025398.0,260590294066.0,18126377705.0,29662510268.0,29662510268.0,,9823550748.0,60705890317.0,131221878684.0,9826202265.0,2252403507.0,7573798758.0,138795677442.0,30454291424.0,-1147261621.0,109488647639.0,109488647639.0,,4744.0,
ITC,2010.0,830126594703.0,,830126594703.0,605832936671.0,224293658032.0,82318192422.0,49912932710.0,49912932710.0,,4278883863.0,40922074207.0,213280129756.0,60946926965.0,7346126738.0,53600800227.0,266880929983.0,61266050171.0,2765666240.0,202849213572.0,202849213572.0,,3446.0,
ITC,2011.0,167115550588.0,,167115550588.0,255659829206.0,-88544278618.0,20526999022.0,39899900475.0,39899900475.0,,465727338.0,32583968284.0,-159293078821.0,11094691927.0,4364418874.0,6730273053.0,-158709729721.0,4038783884.0,-25883052337.0,-136865461268.0,-137355898885.0,,-1988.0,
ITC,2012.0,139916172568.0,,139916172568.0,97721958369.0,42194214199.0,23275764780.0,43510635023.0,43510635023.0,,714176375.0,25623053621.0,-5441036211.0,25270558479.0,5655179731.0,19615378748.0,14518052974.0,712251592.0,6524278031.0,7281523351.0,6961010135.0,,101.0,
ITC,2013.0,218158091973.0,,218158091973.0,429520625496.0,-211362533523.0,2413544562.0,35944507529.0,35944507529.0,,2275870175.0,28656021549.0,-277151307443.0,6582822316.0,7858349985.0,-1275527669.0,-279203157958.0,236007085.0,18119921150.0,-297559086193.0,-297202133117.0,,-4329.0,
ITC,2014.0,453534358319.0,,453534358319.0,412903782200.0,40630576119.0,6607135486.0,22166604493.0,22166604493.0,,10594211371.0,9790371280.0,3825925754.0,11714718998.0,7062097547.0,4652621451.0,7543783351.0,58257092.0,185340187.0,7300186072.0,7279640007.0,,106.0,
ITC,2015.0,,,,,,,,,,,,,,,,,,,,,,,
ITC,2016.0,278552810163.0,,278552810163.0,221991847653.0,56560962510.0,1416143813.0,4959611582.0,4953649286.0,177429632.0,3138798773.0,22501235145.0,27554890455.0,4220491388.0,2449914284.0,1770577104.0,29325467559.0,-918922031.0,1379367380.0,28865022210.0,28120699319.0,744322891.0,418.0,418.0
ITC,2017.0,599073782054.0,,599073782054.0,482657508929.0,116416273125.0,1911431638.0,1161743159.0,1133460140.0,30417224.0,7534807159.0,32450513916.0,77211057753.0,10182939987.0,3847673595.0,6335266392.0,83546324145.0,4812643204.0,-2987455179.0,81721136120.0,79163977944.0,2557158176.0,1153.0,1153.0
ITC,2018.0,,,621621062399.0,519329754909.0,102291307490.0,10770427692.0,6222210800.0,6072683531.0,-230717503.0,8168708844.0,21321835924.0,77118262111.0,17459732431.0,9805905059.0,7653827372.0,84772089483.0,8347909590.0,-5995671328.0,82419851221.0,81718304480.0,701546741.0,1190.0,
ITC,2019.0,,,451076374639.0,294489499518.0,156586875121.0,6927438976.0,4972516220.0,4972515949.0,-79354735.0,7918963917.0,32161971690.0,118381507535.0,24854412697.0,25336597996.0,-482185299.0,117899322236.0,9671895767.0,-5327118749.0,113554545218.0,116722425483.0,-3167880265.0,1700.0,1700.0
ITC,2020,925847655485,4314570952,921533084533,622193721740,299339362793,2702019238,30733928138,30731038758,-142274673,16840573165,39279769857,215044836198,16838719831,52136942195,-35298222364,179746613834,46150837158,-2569674197,136165450873,141457510417,-5292059544,1774,1774
ITC,2021,723956465138,5916972600,718039492538,450591146928,267448345610,1850426530,48737062974,57654903394,-175783831,9386899219,68858090408,142140935708,37485069346,3439103986,34045965360,176186901068,34210058047,3451042473,138525800548,136067558148,2458242400,1476,1476
ITD,2005.0,,,,,,,,,,,,,,,,,,,,,,,
ITD,2006.0,,,,,,,,,,,,,,,,,,,,,,,
ITD,2007.0,332944512427.0,1132817046.0,331811695381.0,244925245693.0,86886449688.0,1030362762.0,5837720693.0,5837720693.0,,3967005799.0,57327516406.0,19976176175.0,1214714851.0,1058895856.0,155818995.0,20039099459.0,5691329855.0,-10080000.0,14357849605.0,7953148108.0,,,
ITD,2008.0,521750182151.0,1375569940.0,520374612211.0,367963055267.0,152411556944.0,2814449001.0,6238702557.0,6238702557.0,,30440173489.0,46720643199.0,66472628416.0,1174331583.0,700946309.0,473385274.0,66741466110.0,11298076797.0,-320190307.0,55763579620.0,27963943650.0,,2497.0,
ITD,2009.0,739751694756.0,2560416754.0,737191278002.0,532743061599.0,204448216403.0,4238057281.0,10215331103.0,10215331103.0,,48194336698.0,48941931344.0,85427482878.0,2609004751.0,3045976842.0,-436972091.0,89750136280.0,12464828136.0,554639230.0,76730668914.0,41443794635.0,,3610.0,
ITD,2010.0,634500005723.0,6915407154.0,627584598569.0,433710836341.0,193873762228.0,10772499487.0,8397425677.0,8397425677.0,,45690511500.0,57760363834.0,84778605178.0,1396880534.0,1183292448.0,213588086.0,86721256794.0,19465079482.0,-758508167.0,68014685479.0,39268314399.0,,3383.0,
ITD,2011.0,722637438096.0,1572732918.0,721064705178.0,525640462108.0,195424243070.0,17875721282.0,,,,46637134880.0,61692004569.0,84149885333.0,3635449374.0,868413568.0,2767035806.0,92043739055.0,14550989888.0,-891944849.0,78384694016.0,45529385486.0,,3922.0,
ITD,2012.0,641184695235.0,160280888.0,641024414347.0,493668465085.0,147355949262.0,38050326381.0,,,,47087452445.0,61928240314.0,41460453062.0,7477301746.0,11988227848.0,-4510926102.0,51434422281.0,22429409308.0,40005564.0,28965007409.0,16044429305.0,,1280.0,
ITD,2013.0,466670604350.0,254525317.0,466416079033.0,351191304846.0,115224774187.0,8064983346.0,,,,31515040657.0,53536205348.0,24512661152.0,9275766041.0,3331458354.0,5944307687.0,30618520070.0,8945500478.0,-139322182.0,21812341774.0,8439868981.0,,661.0,
ITD,2014.0,448197457130.0,177234000.0,448020223130.0,325505250747.0,122514972383.0,8101231757.0,3244809586.0,3244809586.0,,37535025039.0,49532236574.0,39750742207.0,3904034061.0,2429854675.0,1474179386.0,41224921593.0,8414901767.0,-103538797.0,32913558623.0,10494633353.0,,822.0,
ITD,2015.0,,,,,,,,,,,,,,,,,,,,,,,
ITD,2016.0,918375593483.0,27576554.0,918348016929.0,705520990315.0,212827026614.0,4364283887.0,8360981930.0,3263338986.0,,52286134699.0,52780185426.0,103764008446.0,3016579705.0,1019239859.0,1997339846.0,105761348292.0,18206383406.0,-129748669.0,87684713555.0,65131575161.0,22553138394.0,3371.0,3371.0
ITD,2017.0,404145003725.0,99316166.0,404045687559.0,259331507642.0,144714179917.0,7379349878.0,345030484.0,149666788.0,,48485244571.0,40539274854.0,62723979886.0,1292774130.0,862134313.0,430639817.0,63154619703.0,10089275031.0,-105227847.0,53170572519.0,33834244727.0,19336327792.0,1793.0,1793.0
ITD,2018.0,,,,,,,,,,,,,,,,,,,,,,,
ITD,2019.0,,,,,,,,,,,,,,,,,,,,,,,
ITD,2020.0,,,,,,,,,,,,,,,,,,,,,,,
ITD,2021.0,363194253088.0,43563000.0,363150690088.0,267932921272.0,95217768816.0,59671043993.0,6377875228.0,2718069513.0,,44921550253.0,32620925934.0,70968461394.0,2320131355.0,232348858.0,2087782497.0,73056243891.0,15648137775.0,-383572856.0,57791678972.0,27682818635.0,30108860337.0,1268.0,1268.0
ITQ,2005.0,,,,,,,,,,,,,,,,,,,,,,,
ITQ,2006.0,,,,,,,,,,,,,,,,,,,,,,,
ITQ,2007.0,,,,,,,,,,,,,,,,,,,,,,,
ITQ,2008.0,,,,,,,,,,,,,,,,,,,,,,,
ITQ,2009.0,286170097583.0,,286170097583.0,272372708855.0,13797388728.0,29109498.0,10227967444.0,10227967444.0,,1056055551.0,4291652237.0,-1749177006.0,277400112.0,,277400112.0,-1471776894.0,,,-1471776894.0,-1471776894.0,,-147.0,
ITQ,2010.0,278280232781.0,17300040.0,278262932741.0,254655787148.0,23607145593.0,922263013.0,5747273114.0,5747273114.0,,2139266666.0,2822961561.0,5484374739.0,1199084229.0,14458504.0,1184625725.0,6669000464.0,1667250116.0,,5001750348.0,5001750348.0,,500.0,
ITQ,2011.0,380135015985.0,972893161.0,379162122824.0,353030401690.0,26131721134.0,2874053842.0,12589858794.0,12589858794.0,,2041627923.0,4507203681.0,6320653141.0,25976005.0,484266121.0,-458290116.0,5862363025.0,1465590756.0,,4396772269.0,4396772269.0,,440.0,
ITQ,2012.0,471839816830.0,5231571532.0,466608245298.0,445988439628.0,20619805670.0,962950042.0,12749687983.0,12749687983.0,,1852152437.0,4500098276.0,1218248077.0,184828301.0,1421438.0,183406863.0,1401654940.0,350413735.0,,1051241205.0,1051241205.0,,105.0,
ITQ,2013.0,472811648180.0,3114589045.0,469697059135.0,449411100475.0,20285958660.0,10660171.0,9472172496.0,9472172496.0,,2048286319.0,4740593538.0,3245274329.0,296449114.0,604026.0,295845088.0,3541119417.0,885279854.0,,2655839563.0,2655839563.0,,266.0,
ITQ,2014.0,556589574537.0,2334368232.0,554255206305.0,513609369238.0,40645837067.0,15942615.0,6121029764.0,6121029764.0,,3393694529.0,5892367772.0,24335925083.0,852860247.0,1092846569.0,-239986322.0,24095938761.0,5301106527.0,,18794832234.0,18794832234.0,,1641.0,
ITQ,2015.0,,,,,,,,,,,,,,,,,,,,,,,
ITQ,2016.0,394950508554.0,261071775.0,394689436779.0,371235972224.0,23453464555.0,2282784675.0,9477736149.0,8384792760.0,,5363332632.0,9819307552.0,1075872897.0,632501507.0,101313808.0,531187699.0,1607060596.0,455279805.0,,1151780791.0,1151780791.0,,4589.0,
ITQ,2017.0,403976160624.0,714509745.0,403261650879.0,373465274688.0,29796376191.0,1210322098.0,7967425858.0,7578641836.0,,6361155272.0,11296680260.0,5381436899.0,390202599.0,479660576.0,-89457977.0,5291978922.0,1231762449.0,,4060216473.0,4060216473.0,,162.0,
ITQ,2018.0,457130140028.0,558004818.0,456572135210.0,420964605389.0,35607529821.0,1192767331.0,8528475082.0,6438833939.0,,7933665939.0,12084638289.0,8253517842.0,1095197259.0,579274904.0,515922355.0,8769440197.0,1865132288.0,,6904307909.0,6904307909.0,,290.0,
ITQ,2019.0,459068184433.0,634424655.0,458433759778.0,433494135717.0,24939624061.0,1430930276.0,7497854821.0,6660191756.0,,7597918687.0,10309023474.0,965757355.0,463700323.0,111276095.0,352424228.0,1318181583.0,438530356.0,,879651227.0,879651227.0,,37.0,
ITQ,2020.0,453254520486.0,258780730.0,452995739756.0,424863274246.0,28132465510.0,1340287239.0,6316035673.0,5579290867.0,,8821652270.0,12325288265.0,2009776541.0,525976032.0,23382256.0,502593776.0,2512370317.0,605140957.0,,1907229360.0,1907229360.0,,80.0,
ITQ,2021.0,689036600819.0,3078071927.0,685958528892.0,634902139394.0,51056389498.0,1302689749.0,5946261676.0,4506508178.0,,12958199358.0,18187723154.0,15266895059.0,722059473.0,100038715.0,622020758.0,15888915817.0,3250670613.0,,12638245204.0,12638245204.0,,530.0,
JVC,2005.0,,,,,,,,,,,,,,,,,,,,,,,
JVC,2006.0,,,,,,,,,,,,,,,,,,,,,,,
JVC,2007.0,,,,,,,,,,,,,,,,,,,,,,,
JVC,2008.0,183265242403.0,350585714.0,182914656689.0,98929128805.0,83985527884.0,42584114.0,3260108606.0,3260108606.0,,3816721966.0,39176655215.0,37774626211.0,2597064816.0,,2597064816.0,40371691027.0,7065045930.0,,33306645097.0,33306645097.0,,,
JVC,2009.0,183265242403.0,350585714.0,182914656689.0,98929128805.0,83985527884.0,42584114.0,3260108606.0,3260108606.0,,3816721966.0,39176655215.0,37774626211.0,2597064816.0,,2597064816.0,40371691027.0,7065045930.0,,33306645097.0,33306645097.0,,,
JVC,2010.0,421754622535.0,,421754622535.0,283206376854.0,138548245681.0,3407794542.0,7873459369.0,7873459369.0,,,29878703668.0,101117289034.0,1272134047.0,196131167.0,1076002880.0,102193291914.0,25595381149.0,,76597910765.0,76597910765.0,,11327.0,
JVC,2011.0,605380968275.0,,605380968275.0,370349467468.0,235031500807.0,1399692981.0,22326033508.0,22326033508.0,,1348967665.0,26466261167.0,173840313470.0,7890601231.0,1964302585.0,5926298646.0,179766612116.0,44960767128.0,,134805844988.0,134805844988.0,,5570.0,
JVC,2012.0,761739689643.0,,761739689643.0,461759890413.0,299979799230.0,863420208.0,39423338627.0,39423338627.0,,6155978538.0,27595181827.0,225246473102.0,2372753783.0,741186301.0,1631567482.0,226878040584.0,56801943334.0,,170076097250.0,170076097250.0,,5264.0,
JVC,2013.0,594056136231.0,,594056136231.0,419791498163.0,174264638068.0,2430154150.0,52476242743.0,52476242743.0,,4319830694.0,34076074509.0,83876617703.0,5273456507.0,27812900600.0,-22539444093.0,61337173610.0,23025991964.0,-3368964735.0,41680146381.0,41680146381.0,,792.0,
JVC,2014.0,1116479398295.0,12440476.0,1116466957819.0,736787923126.0,379679034693.0,1287962736.0,58375579923.0,58375579923.0,,6745391374.0,47778344266.0,264811816662.0,119173593783.0,96766137421.0,22407456362.0,287219273024.0,68034170335.0,-370501219.0,219555603908.0,219555603908.0,,2803.0,
JVC,2015.0,,,,,,,,,,,,,,,,,,,,,,,
JVC,2016.0,,,,,,,,,,,,,,,,,,,,,,,
JVC,2017.0,545500057158.0,3483017730.0,542017039428.0,432195697740.0,109821341688.0,790069009.0,3978852759.0,3049429388.0,,91952874908.0,32856704087.0,-18177021057.0,31942489047.0,3102281571.0,28840207476.0,10663186419.0,582672294.0,-435496438.0,10516010563.0,10516010563.0,,93.0,
JVC,2018.0,,,,,,,,,,,,,,,,,,,,,,,
JVC,2019.0,519305001531.0,2132139603.0,517172861928.0,408115254687.0,109057607241.0,3796522045.0,513313604.0,9038195.0,,80944864483.0,39928425776.0,-8532474577.0,13461931635.0,2197945461.0,11263986174.0,2731511597.0,,-64517280.0,2796028877.0,2796028877.0,,26.0,
JVC,2020.0,,,,,,,,,,,,,,,,,,,,,,,
JVC,2021.0,,,,,,,,,,,,,,,,,,,,,,,
KBC,2005.0,,,,,,,,,,,,,,,,,,,,,,,
KBC,2006.0,164058679438.0,,164058679438.0,100246634988.0,63812044450.0,164854305.0,8197038219.0,8197038219.0,,,8030091925.0,46914272584.0,1111840000.0,1144532159.0,-32692159.0,46949127958.0,,,46949127958.0,46956055235.0,,8086.0,
KBC,2007.0,583609576237.0,45000000000.0,538609576237.0,238875105315.0,299734470922.0,154068228909.0,30454962092.0,30454962092.0,,,15056003521.0,407710300691.0,19831297264.0,,19831297264.0,428328876106.0,107172144267.0,,321156731839.0,321156731839.0,,4533.0,
KBC,2008.0,1433988598163.0,573000000000.0,860988598163.0,330081737277.0,530906860886.0,56556665486.0,29278332217.0,29278332217.0,,,38074737923.0,452586836854.0,522059720.0,340098.0,521719622.0,453108556476.0,167598177517.0,,285510378959.0,280062758583.0,,2846.0,
KBC,2009.0,1049690434299.0,,1049690434299.0,432928562184.0,616761872115.0,358612944658.0,40191310130.0,40191310130.0,,,48721798448.0,733266717748.0,1282752278.0,221717408.0,1061034870.0,733916067019.0,56726470188.0,,677189596832.0,648897943159.0,,3725.0,
KBC,2010.0,913935195349.0,,913935195349.0,396298766397.0,517636428952.0,750070473217.0,219267056567.0,219267056567.0,,13943604853.0,127693991051.0,889040947465.0,396003572537.0,750002922.0,395253569615.0,1282326115110.0,185593303155.0,-13233505049.0,1109966317004.0,1095370064339.0,,3780.0,
KBC,2011.0,633904038872.0,275701104.0,633628337768.0,276552876580.0,357075461188.0,236918644378.0,289225666703.0,289225666703.0,,19624685438.0,139659602472.0,110162227135.0,21147963706.0,2156782670.0,18991181036.0,95807148815.0,27295467072.0,-9279529545.0,77791211288.0,35730016956.0,,123.0,
KBC,2012.0,281433009280.0,62712320.0,281370296960.0,173539678364.0,107830618596.0,44475294521.0,322678313608.0,322678313608.0,,11507454026.0,207178405822.0,-411793050991.0,4791202269.0,2879093449.0,1912108820.0,-486650624626.0,-1498208465.0,-1239998059.0,-483912418102.0,-435644344014.0,,-1503.0,
KBC,2013.0,1082071723679.0,9250302351.0,1072821421328.0,577261858138.0,495559563190.0,38553684722.0,310697062935.0,310697062935.0,,10586285411.0,55631950704.0,89175078961.0,19866438385.0,6242770187.0,13623668198.0,85797969359.0,53482443447.0,-46500339795.0,78815865707.0,72499051900.0,,250.0,
KBC,2014.0,1069035499895.0,,1069035499895.0,481366165270.0,587669334625.0,143894837330.0,251673017974.0,251673017974.0,,17688233075.0,80645935431.0,341079042036.0,797669217.0,90689835.0,706979382.0,341272092380.0,49327460540.0,-20024502799.0,311969134639.0,325617229507.0,,904.0,
KBC,2015.0,,,,,,,,,,,,,,,,,,,,,,,
KBC,2016.0,1972459422710.0,,1972459422710.0,865066256541.0,1107393166169.0,39040775675.0,99196167198.0,81656871847.0,21563032459.0,33213420747.0,120944497683.0,914642888675.0,7248211456.0,529554284.0,6718657172.0,921361545847.0,104958126654.0,105118422552.0,711284996641.0,557370239809.0,153914756832.0,1186.0,1186.0
KBC,2017.0,1260198518971.0,,1260198518971.0,610528435391.0,649670083580.0,431362490060.0,109457617841.0,106963449754.0,18736345748.0,22123288484.0,154757631162.0,813430381901.0,3361365539.0,5251813758.0,-1890448219.0,811539933682.0,177234691188.0,15528079679.0,618777162815.0,584522397947.0,34254764868.0,1244.0,1244.0
KBC,2018.0,2491178878521.0,,2491178878521.0,1022343984750.0,1468834893771.0,91568246480.0,193894216853.0,200751707293.0,13853555230.0,142014567928.0,164858434955.0,1073489475745.0,3372202651.0,29634276464.0,-26262073813.0,1047227401932.0,193422721494.0,44898206944.0,808906473494.0,746155055257.0,62751418237.0,1588.0,1588.0
KBC,2019.0,3209906030157.0,,3209906030157.0,1363156822246.0,1846749207911.0,79931901053.0,222620542221.0,195685878594.0,420531832.0,141910414455.0,171879898648.0,1390690785472.0,8431503757.0,34947379751.0,-26515875994.0,1364174909478.0,167120965198.0,156295080051.0,1040758864229.0,918361874953.0,122396989276.0,1955.0,1955.0
KBC,2020.0,2150962555356.0,,2150962555356.0,1461933537631.0,689029017725.0,313705232896.0,230242153241.0,195387067311.0,2674783347.0,52216721860.0,270720195562.0,452229963305.0,3475084225.0,2532671188.0,942413037.0,453172376342.0,177342931117.0,-43984520887.0,319813966112.0,224032834488.0,95781131624.0,477.0,477.0
KBC,2021.0,4245981967388.0,,4245981967388.0,1778965961226.0,2467016006162.0,169544625558.0,541392222505.0,480600549118.0,13806296572.0,189915851874.0,428557565443.0,1490501288470.0,5378406364.0,131977203231.0,-126598796867.0,1363902491603.0,252330651691.0,157737836082.0,953834003830.0,782304386110.0,171529617720.0,1586.0,1586.0
KDC,2005.0,803692309764.0,4941736661.0,798750573103.0,568689189894.0,230061383209.0,4953686233.0,,,,63684421157.0,51234589991.0,101997211628.0,11565749824.0,5169665491.0,6396084333.0,112030220735.0,12855605588.0,,99174615147.0,99174615147.0,,,
KDC,2006.0,1001867422000.0,3717544000.0,998149878000.0,716853908000.0,281295970000.0,47464110000.0,17489693000.0,17489693000.0,,76306846000.0,73107082000.0,155498934000.0,16084542000.0,4969458000.0,11115084000.0,170031207000.0,-634914000.0,,170666121000.0,170666121000.0,,6048.0,
KDC,2007.0,1238339007000.0,7536700000.0,1230802307000.0,908824592000.0,321977715000.0,96999996000.0,31710058000.0,31710058000.0,,95426947000.0,72967695000.0,206274376000.0,21149879000.0,11000690000.0,10149189000.0,222468661000.0,,-1658742000.0,224127403000.0,224138374000.0,,6072.0,
KDC,2008.0,1466192242000.0,10423967000.0,1455768275000.0,1085979565000.0,369788710000.0,118538178000.0,52363765000.0,52363765000.0,,133177719000.0,121882153000.0,-80111916000.0,28372935000.0,8806921000.0,19566014000.0,-61689231000.0,,-1087205000.0,-60602026000.0,-85315563000.0,,-1080.0,
KDC,2009.0,1539222626000.0,9867147000.0,1529355479000.0,1023962679000.0,505392800000.0,63853564000.0,43758070000.0,43758070000.0,,164175052000.0,112089615000.0,301788780000.0,376775688000.0,118935546000.0,257840142000.0,572309317000.0,60918969000.0,-11552689000.0,522943037000.0,480523942000.0,,6120.0,
KDC,2010.0,1942808210000.0,9173918000.0,1933634292000.0,1248243869000.0,685390423000.0,663953281000.0,42458075000.0,42458075000.0,,347589484000.0,141634937000.0,617666753000.0,34164018000.0,12799791000.0,21364227000.0,673992789000.0,110883359000.0,-15502430000.0,578611860000.0,522571584000.0,,5189.0,
KDC,2011.0,4278051638403.0,31166008599.0,4246885629804.0,2573745939917.0,1673139689887.0,127492814648.0,117213229417.0,117213229417.0,,943673596925.0,331706403979.0,344572852378.0,18467397145.0,20752611249.0,-2285214104.0,349181200392.0,87310301074.0,-16764537568.0,278635436886.0,273552212312.0,,2312.0,
KDC,2012.0,4311914226281.0,26116782870.0,4285797443411.0,2416751839765.0,1869045603646.0,133281778819.0,94369615032.0,94369615032.0,,958733196493.0,343004410348.0,510249962356.0,20132906361.0,40454914532.0,-20322008171.0,489927954185.0,131641468329.0,856794455.0,357429691401.0,353944403336.0,,2318.0,
KDC,2013.0,4674796415910.0,114198130572.0,4560598285338.0,2584484709244.0,1976113576094.0,113135293907.0,43391810398.0,43391810398.0,,996843091578.0,395953432450.0,622935405746.0,30372643049.0,34690086601.0,-4317443552.0,618617962194.0,118676164588.0,7148912968.0,492792884638.0,493869552142.0,,3051.0,
KDC,2014.0,5125718821077.0,173055897638.0,4952662923439.0,2806830526554.0,2145832396885.0,144327090430.0,20731742626.0,20731742626.0,,1214612633132.0,417538749182.0,631822608075.0,63331885612.0,32196031460.0,31135854152.0,662958462227.0,121010750584.0,4823411040.0,537124300603.0,536445639109.0,,2296.0,
KDC,2015.0,,,,,,,,,,,,,,,,,,,,,,,
